"","timestamp","open","high","low","close","volume"
"1","2021-03-02",120.74,121.9,120.26,120.33,4524299
"2","2021-03-01",120.35,122.32,119.8649,120.74,5715767
"3","2021-02-26",122.25,122.25,118.88,118.93,8868848
"4","2021-02-25",123.37,124.35,122.335,122.47,5672671
"5","2021-02-24",120.8,123.49,120.52,123.21,5819983
"6","2021-02-23",120.92,121.35,119.8,120.71,4531464
"7","2021-02-22",118.5,121.125,118.44,120.86,5838841
"8","2021-02-19",120.75,120.76,118.38,118.99,6578741
"9","2021-02-18",120.5,120.94,119.7,120.73,5399145
"10","2021-02-17",119.27,120.56,119.02,119.97,3949876
"11","2021-02-16",120.15,120.6,119.36,120.07,6639790
"12","2021-02-12",121,121.36,120.09,120.8,3871195
"13","2021-02-11",122,122.205,120.63,120.91,5381556
"14","2021-02-10",123.03,123.41,121.2138,122.24,4831858
"15","2021-02-09",121.9,122.5953,121.05,122.1,4661655
"16","2021-02-08",122.62,123.9767,122.4,123.61,5887999
"17","2021-02-05",121,121.81,120.52,121.79,4565727
"18","2021-02-04",119.91,121.1,118.87,121.02,4562124
"19","2021-02-03",119.04,119.8,118.12,119.12,6715366
"20","2021-02-02",119.36,121,119.28,119.44,6311881
"21","2021-02-01",119.9,120.95,118.73,120.54,6250508
"22","2021-01-29",120.22,121.3,118.9,119.11,11825496
"23","2021-01-28",122.8,123.2,120.07,120.08,8084051
"24","2021-01-27",122.08,124.79,121.6214,122.47,12146541
"25","2021-01-26",119.18,122.59,118.42,122.49,10694708
"26","2021-01-25",118.7624,119.538,117.45,118.58,13686391
"27","2021-01-22",120.7,120.7,117.36,118.61,38063533
"28","2021-01-21",130.12,132.24,130.05,131.65,12819233
"29","2021-01-20",129.7,131.06,128.56,130.08,5598705
"30","2021-01-19",129.28,129.59,128.0885,129.02,5397956
"31","2021-01-15",128.28,129.24,127.67,128.39,4905506
"32","2021-01-14",128.02,130.16,127.55,128.97,7503180
"33","2021-01-13",129.15,129.75,126.455,126.92,7677739
"34","2021-01-12",129.09,129.85,127.94,129.21,3729068
"35","2021-01-11",127.95,129.675,127.66,128.58,5602466
"36","2021-01-08",128.57,129.32,126.98,128.53,4676487
"37","2021-01-07",130.04,130.46,128.26,128.99,4507382
"38","2021-01-06",126.9,131.88,126.72,129.29,7956740
"39","2021-01-05",125.01,126.68,124.61,126.14,6114619
"40","2021-01-04",125.85,125.9174,123.04,123.94,5179161
"41","2020-12-31",124.22,126.03,123.99,125.88,3574696
"42","2020-12-30",123.8,124.85,123.63,124.34,3380494
"43","2020-12-29",125.35,125.48,123.24,123.8,3487007
"44","2020-12-28",125.1,126.6,124.46,124.82,3583222
"45","2020-12-24",125,125.1,124.21,124.69,1761122
"46","2020-12-23",123.88,125.21,123.74,123.9,2693889
"47","2020-12-22",123.31,124.22,122.41,123.61,4337757
"48","2020-12-21",123.97,124.18,121.72,123.39,6115671
"49","2020-12-18",125.59,126.4,124.97,125.85,7552845
"50","2020-12-17",126.08,126.09,124.91,125.55,3787962
"51","2020-12-16",125.93,126.5728,125.286,125.55,4530096
"52","2020-12-15",124.39,125.93,123.44,125.93,4359601
"53","2020-12-14",125.32,126.2435,123.47,123.53,5050023
"54","2020-12-11",124.08,125.51,123.61,124.27,4481416
"55","2020-12-10",126.35,126.93,124.94,124.96,4803172
"56","2020-12-09",125.8,127.69,125.7,126.79,6513517
"57","2020-12-08",125.32,126.33,124.64,125.71,5395024
"58","2020-12-07",126.49,126.97,124.57,124.7,8318500
"59","2020-12-04",123.97,127.38,123.64,127.2,5522760
"60","2020-12-03",124.16,124.86,123.29,123.61,4548161
"61","2020-12-02",122.85,124.64,122.41,124.62,3690737
"62","2020-12-01",123.9,125.83,123.08,123.16,5099334
"63","2020-11-30",124.1,125,123.09,123.52,5987991
"64","2020-11-27",124.2,125.313,123.91,124.35,2091186
"65","2020-11-25",122.93,124.33,122.11,124.2,4135894
"66","2020-11-24",120.86,124.73,120.805,124.42,7535949
"67","2020-11-23",117.43,120.515,117.27,120.09,5655119
"68","2020-11-20",117.6,118.04,116.69,116.94,5024593
"69","2020-11-19",116.54,117.45,115.89,117.18,3439648
"70","2020-11-18",117.72,118.88,116.75,116.77,4606828
"71","2020-11-17",117.6,118.54,117.07,117.7,4134455
"72","2020-11-16",118.3,118.55,117.12,118.36,5293385
"73","2020-11-13",115.19,117.37,115.01,116.85,4683512
"74","2020-11-12",115.63,116.37,113.48,114.5,6500799
"75","2020-11-11",118.12,118.35,116.22,117.2,4289601
"76","2020-11-10",116.69,118.17,116.25,117.91,5622756
"77","2020-11-09",117.88,119.74,115.27,115.53,8992152
"78","2020-11-06",115.08,115.1,113.39,114.04,5249171
"79","2020-11-05",113.3,115.29,113.01,114.77,4902206
"80","2020-11-04",112.33,113.91,111.16,111.9,5800071
"81","2020-11-03",114,115.65,113.63,114.16,4204287
"82","2020-11-02",112.65,113.8265,112.25,112.91,5311497
"83","2020-10-30",107.9,111.8,107.75,111.66,7923882
"84","2020-10-29",107.25,109.64,106.55,108.91,6760241
"85","2020-10-28",108.66,109.73,105.92,106.65,9427321
"86","2020-10-27",112.15,112.22,110.03,110.56,5936106
"87","2020-10-26",114.45,114.9,111.84,112.22,7203366
"88","2020-10-23",116.5,116.62,115.53,116,3893362
"89","2020-10-22",115,116.06,112.98,115.76,7858158
"90","2020-10-21",116.66,117.6899,114.79,115.06,9755308
"91","2020-10-20",119.8,120.15,116.84,117.37,21501073
"92","2020-10-19",126.8,127.35,125.08,125.52,7478735
"93","2020-10-16",125.17,126.43,124.655,125.93,4714320
"94","2020-10-15",124.08,125.215,123.85,124.89,3389301
"95","2020-10-14",125.13,126.94,125.13,125.94,3730139
"96","2020-10-13",126.57,127.15,124.46,125.1,5406088
"97","2020-10-12",128.07,128.25,126.44,127.21,4635115
"98","2020-10-09",132,132,127.6,127.79,8353704
"99","2020-10-08",130.86,135.5,129.77,131.49,25288926
"100","2020-10-07",122.67,124.39,122.32,124.07,2815663
"101","2020-10-06",122.58,124.83,121.59,121.97,3872265
"102","2020-10-05",121.84,122.75,121.05,122.01,3050949
"103","2020-10-02",119.04,121.75,118.82,120.57,2925228
"104","2020-10-01",122.36,123.3,120.355,121.09,3211661
"105","2020-09-30",121.38,122.91,120.8,121.67,3261235
"106","2020-09-29",121.41,122.1858,120.21,120.94,2130564
"107","2020-09-28",120.57,122.33,120.41,121.73,3509576
"108","2020-09-25",117.6,119.41,116.94,118.95,2953686
"109","2020-09-24",118.1,119.515,116.48,118.09,3546160
"110","2020-09-23",120.8,121.59,118.43,118.83,3939398
"111","2020-09-22",120.33,121.45,119.53,120.51,2957809
"112","2020-09-21",120.48,120.7,118.58,120.25,5311441
"113","2020-09-18",124.26,124.92,122.65,122.76,5391570
"114","2020-09-17",122.62,125.55,121.97,124.92,3171262
"115","2020-09-16",122.71,125.82,122.71,124.22,3789458
"116","2020-09-15",122.82,123.4,122.24,122.44,2915221
"117","2020-09-14",122.36,123.38,121.76,122.09,3641887
"118","2020-09-11",121.39,122.7,120.73,121.46,3548091
"119","2020-09-10",122.53,123.5764,120.24,120.56,3978805
"120","2020-09-09",122.13,123.7,121.29,122.26,3770678
"121","2020-09-08",122.16,122.87,120.71,121.21,5210292
"122","2020-09-04",124.35,125.35,121.24,122.3,6018238
"123","2020-09-03",128.19,129.95,123.65,124.45,5716750
"124","2020-09-02",123.72,128.7,123.575,128.18,6592430
"125","2020-09-01",122.85,123.95,122.15,123.4,3155623
"126","2020-08-31",125.25,125.25,123.03,123.31,4827879
"127","2020-08-28",124.96,125.3,124.2187,125.07,3099940
